"_unit_id","_golden","_unit_state","_trusted_judgments","_last_judgment_at","birthplace","birthplace:confidence","date_of_birth","date_of_birth:confidence","race_ethnicity","race_ethnicity:confidence","religion","religion:confidence","sexual_orientation","sexual_orientation:confidence"
670454614,"FALSE","finalized",3,"2/10/15 1:43","Lowell, Ma",1,"5-Apr-08",1,"White",1,"Na",1,"Straight",1
670454615,"FALSE","finalized",3,"2/10/15 2:29","Darjeeling, India",1,"5-Nov-13",1,"White",1,"Roman Catholic",1,"Straight",1
670454616,"TRUE","golden",76,,"Independence, Mo",1,"16-Jul-11",1,"White",1,"Christian Science",0.9597,"Straight",1
670454617,"FALSE","finalized",3,"2/10/15 4:07","Tokyo, Japan",1,"22-Oct-17",1,"White",1,"Na",1,"Straight",1
670454618,"FALSE","finalized",3,"2/10/15 1:59","London, England",1,"29-Sep-04",1,"White",1,"Na",1,"Straight",1
670454619,"FALSE","finalized",3,"2/10/15 2:14","Tulsa, Ok",1,"2-Mar-19",1,"White",1,"Roman Catholic",1,"Straight",1
670454620,"FALSE","finalized",3,"2/10/15 2:04","Stockholm, Sweden",1,"29-Aug-15",1,"White",1,"Na",1,"Straight",1
670454621,"FALSE","finalized",3,"2/10/15 4:08","San Antonio, Tx",1,"23-Mar-05",1,"White",1,"Christian Science",1,"Bisexual",1
670454622,"FALSE","finalized",3,"2/10/15 1:47","Tokyo, Japan",1,"1-Jul-16",1,"White",1,"Na",1,"Straight",1
670454623,"FALSE","finalized",3,"2/10/15 2:00","Salt Lake City, Ut",1,"6-Jan-13",1,"White",1,"Roman Catholic",1,"Straight",1
670454624,"FALSE","finalized",3,"2/10/15 2:18","St. Joseph, Mo",1,"5-Jan-17",1,"White",1,"Roman Catholic",1,"Straight",1
670454625,"FALSE","finalized",3,"2/10/15 2:10","Tokyo, Japan",1,"1-Jul-16",1,"White",1,"Na",1,"Straight",1
670454626,"FALSE","finalized",3,"2/10/15 2:01","New York City",1,"21-Jun-21",1,"White",1,"Na",1,"Straight",1
670454627,"FALSE","finalized",3,"2/10/15 1:51","Darjeeling, India",1,"5-Nov-13",1,"White",1,"Roman Catholic",1,"Straight",1
670454628,"FALSE","finalized",3,"2/10/15 2:00","New York City",1,"30-Aug-1898",1,"White",1,"Na",1,"Straight",1
670454629,"FALSE","finalized",3,"2/10/15 2:00","Brussels, Belgium",1,"4-May-29",1,"White",1,"Christian Science",1,"Straight",1
670454630,"FALSE","finalized",3,"2/10/15 1:52","Philadelphia, Pa",1,"12-Nov-29",1,"White",1,"Roman Catholic",1,"Straight",1
670454631,"FALSE","finalized",3,"2/10/15 4:07","Rome, Italy",1,"7-Mar-08",1,"White",1,"Na",1,"Straight",1
670454632,"FALSE","finalized",3,"2/10/15 4:07","Stockholm, Sweden",1,"29-Aug-15",1,"White",1,"Na",1,"Straight",1
670454633,"TRUE","golden",75,,"Thomasville, Ga",1,"27-Feb-30",1,"White",1,"Na",1,"Straight",1
670454634,"FALSE","finalized",3,"2/10/15 1:59","Brooklyn, Ny",1,"30-Jun-18",1,"White",1,"Roman Catholic",1,"Straight",1
670454635,"FALSE","finalized",3,"2/10/15 2:00","Wiesbaden, Germany",1,"25-Mar-21",1,"White",1,"Na",1,"Straight",1
670454636,"FALSE","finalized",3,"2/10/15 2:04","London, England",1,"27-Feb-32",1,"White",1,"Jewish",1,"Straight",1
670454637,"FALSE","finalized",3,"2/10/15 1:51","Pozzuoli, Italy",1,"20-Sep-34",1,"White",1,"Roman Catholic",1,"Straight",1
670454638,"FALSE","finalized",3,"2/10/15 3:50","Bronx, Ny",1,"17-Sep-31",1,"White",1,"Roman Catholic",1,"Straight",1
670454639,"FALSE","finalized",3,"2/10/15 2:04","Packard, Ky",1,"20-Jan-26",1,"White",1,"Roman Catholic",1,"Straight",1
670454640,"FALSE","finalized",3,"2/10/15 3:45","Walton-on-Thames, Surrey, England",1,"1-Oct-35",1,"White",1,"Na",1,"Straight",1
670454641,"FALSE","finalized",3,"2/10/15 1:59","Chabua, Assam, India",1,"14-Apr-41",1,"White",1,"Na",1,"Straight",1
670454642,"TRUE","golden",86,,"London, England",1,"27-Feb-32",1,"White",1,"Jewish",1,"Straight",1
670454643,"FALSE","finalized",3,"2/10/15 1:59","Hartford, Ct",1,"12-May-07",1,"White",1,"Atheist",1,"Bisexual",1
670454644,"FALSE","finalized",3,"2/10/15 2:05","Brooklyn, Ny",1,"24-Apr-42",1,"White",1,"Jewish",1,"Straight",1
670454645,"FALSE","finalized",3,"2/10/15 2:03","Hartford, Ct",1,"12-May-07",1,"White",1,"Atheist",1,"Bisexual",1
670454646,"TRUE","golden",89,,"Ilford, Essex, England",1,"28-Dec-34",1,"White",1,"Na",1,"Straight",1
670454647,"FALSE","finalized",3,"2/10/15 2:06","Birkenhead, Cheshire, England",1,"9-May-36",1,"White",1,"Na",1,"Straight",1
670454648,"FALSE","finalized",3,"2/10/15 2:05","New York City",1,"21-Dec-37",1,"White",1,"Born-Again Christian",1,"Straight",1
670454649,"FALSE","finalized",3,"2/10/15 1:49","Los Angeles, Ca",1,"12-Mar-46",1,"White",1,"Na",1,"Na",1
670454650,"FALSE","finalized",3,"2/10/15 2:05","Birkenhead, Cheshire, England",1,"9-May-36",1,"White",1,"Na",1,"Straight",1
670454651,"FALSE","finalized",3,"2/10/15 2:04","Detroit, Mi",1,"7-Dec-32",1,"White",1,"Sufism",0.3333,"Straight",1
670454652,"FALSE","finalized",3,"2/10/15 1:59","Birmingham, Al",1,"22-Jul-34",1,"White",1,"Na",1,"Straight",1
670454653,"TRUE","golden",91,,"Bascom, Fl",1,"14-Jan-41",1,"White",1,"Roman Catholic",1,"Straight",0.9599
670454654,"FALSE","finalized",3,"2/10/15 3:50","Los Angeles, Ca",1,"5-Jan-46",1,"White",1,"Atheist",1,"Straight",1
670454655,"FALSE","finalized",3,"2/10/15 2:05","New York City",1,"21-Dec-37",1,"White",1,"Born-Again Christian",1,"Straight",1
670454656,"FALSE","finalized",3,"2/10/15 1:55","Pasadena, Ca",1,"6-Nov-46",1,"White",1,"Na",1,"Straight",1
670454657,"FALSE","finalized",3,"2/10/15 2:41","Quitman, Tx",1,"25-Dec-49",1,"White",1,"Na",0.6897,"Straight",1
670454658,"FALSE","finalized",3,"2/10/15 2:04","Hartford, Ct",1,"12-May-07",1,"White",1,"Atheist",1,"Bisexual",1
670454659,"FALSE","finalized",3,"2/10/15 1:59","Summit, Nj",1,"22-Jun-49",1,"White",1,"Na",1,"Straight",1
670454660,"FALSE","finalized",3,"2/10/15 1:56","Richmond, Va",1,"24-Apr-34",1,"White",1,"Baptist",1,"Straight",1
670454661,"FALSE","finalized",3,"2/10/15 2:04","Pasadena, Ca",1,"6-Nov-46",0.6667,"White",1,"Na",1,"Straight",1
670454662,"FALSE","finalized",3,"2/10/15 2:02","Kirksville, Mo",1,"22-Nov-24",1,"White",1,"Na",1,"Straight",1
670454663,"FALSE","finalized",3,"2/10/15 2:05","Morton Grove, Il",1,"24-Aug-65",1,"White",1,"Jewish",1,"Straight",1
670454664,"FALSE","finalized",3,"2/10/15 2:18","El Centro, Ca",1,"20-May-46",1,"White",1,"Na",1,"Bisexual",1
670454665,"FALSE","finalized",3,"2/10/15 3:57","Los Angeles, Ca",1,"19-Nov-62",1,"White",1,"Atheist",1,"Lesbian",1
670454666,"FALSE","finalized",3,"2/10/15 1:59","London, England",1,"7-Jun-09",1,"White",1,"Na",1,"Straight",1
670454667,"FALSE","finalized",3,"2/10/15 4:08","Memphis, Tn",1,"28-Jun-48",1,"White",1,"Na",1,"Straight",1
